experiment_name,concurrency,payload_file,errors,successes,error_rate,all_prompts_token_count,prompt_token_count_mean,prompt_token_throughput,all_completions_token_count,completion_token_count_mean,completion_token_throughput,transactions,transactions_per_second,transactions_per_minute,latency_mean,instance_type,EndpointName,ModelName,Image,S3Uri
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,1,payload_en_2000-3000.jsonl,[],1,0.0,2500,2500.0,423.27,2600,2600.0,440.21,1,0.17,10,5.884644809000747,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_1000-2000.jsonl,[],1,0.0,1339,1339.0,131.43,102,102.0,10.01,1,0.1,6,10.155922591000035,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_3000-4000.jsonl,[],1,0.0,3098,3098.0,187.0,102,102.0,6.16,1,0.06,3,16.53077251600007,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,4,payload_en_3000-4000.jsonl,[],4,0.0,13280,3320.0,1312.7,13401,3350.25,1324.67,4,0.4,24,5.984619010249844,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_3000-4000.jsonl,[],1,0.0,3458,3458.0,187.28,102,102.0,5.52,1,0.05,3,18.434106252999754,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_1000-2000.jsonl,[],1,0.0,1646,1646.0,244.58,30,30.0,4.46,1,0.15,9,6.720516804999988,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,4,payload_en_3000-4000.jsonl,[],4,0.0,14176,3544.0,278.32,321,80.25,6.3,4,0.08,4,48.6402132244998,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,2,payload_en_1000-2000.jsonl,[],2,0.0,3271,1635.5,473.14,3471,1735.5,502.07,2,0.29,17,6.890417773500303,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,1,payload_en_3000-4000.jsonl,[],1,0.0,3614,3614.0,547.31,3714,3714.0,562.46,1,0.15,9,6.559001053999964,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,2,payload_en_3000-4000.jsonl,[],2,0.0,7239,3619.5,319.16,29,14.5,1.28,2,0.09,5,21.82382255850007,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,1,payload_en_3000-4000.jsonl,[],1,0.0,3436,3436.0,567.37,3535,3535.0,583.72,1,0.17,10,6.025825426000665,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,1,payload_en_2000-3000.jsonl,[],1,0.0,2458,2458.0,1965.1,2462,2462.0,1968.29,1,0.8,48,1.2001564510001117,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_3000-4000.jsonl,[],1,0.0,3014,3014.0,182.36,102,102.0,6.17,1,0.06,3,16.49108993400023,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,1,payload_en_1000-2000.jsonl,[],1,0.0,1932,1932.0,325.87,2033,2033.0,342.9,1,0.17,10,5.914308557000368,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,2,payload_en_3000-4000.jsonl,[],2,0.0,7151,3575.5,2336.13,7159,3579.5,2338.74,2,0.65,39,2.8892418489999727,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_1000-2000.jsonl,[],1,0.0,1910,1910.0,325.48,8,8.0,1.36,1,0.17,10,5.853872873,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_3000-4000.jsonl,[],1,0.0,3330,3330.0,191.58,102,102.0,5.87,1,0.06,3,17.356850977999784,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,1,payload_en_3000-4000.jsonl,[],1,0.0,3476,3476.0,2033.7,3484,3484.0,2038.38,1,0.59,35,1.6621933039996293,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,2,payload_en_3000-4000.jsonl,[],2,0.0,6598,3299.0,353.25,6,3.0,0.32,2,0.11,6,18.64808336799979,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,2,payload_en_3000-4000.jsonl,[],2,0.0,7063,3531.5,927.14,7264,3632.0,953.53,2,0.26,15,7.565211838499636,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_3000-4000.jsonl,[],1,0.0,3704,3704.0,286.51,30,30.0,2.32,1,0.08,4,12.905918433999886,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_3000-4000.jsonl,[],1,0.0,3144,3144.0,188.43,102,102.0,6.11,1,0.06,3,16.6536202340003,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_3000-4000.jsonl,[],1,0.0,3419,3419.0,192.13,102,102.0,5.73,1,0.06,3,17.780367407000085,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,4,payload_en_2000-3000.jsonl,[],4,0.0,10500,2625.0,252.14,315,78.75,7.56,4,0.1,6,34.78812483424986,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_3000-4000.jsonl,[],1,0.0,3996,3996.0,203.82,102,102.0,5.2,1,0.05,3,19.55969822499992,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,1,payload_en_1000-2000.jsonl,[],1,0.0,1598,1598.0,278.31,1699,1699.0,295.9,1,0.17,10,5.727233688000524,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,2,payload_en_1000-2000.jsonl,[],2,0.0,2800,1400.0,190.11,106,53.0,7.2,2,0.14,8,11.663928508000026,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,4,payload_en_1000-2000.jsonl,[],4,0.0,6114,1528.5,768.62,6513,1628.25,818.78,4,0.5,30,7.249581266500172,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,1,payload_en_3000-4000.jsonl,[],1,0.0,3971,3971.0,601.82,4071,4071.0,616.98,1,0.15,9,6.532764284999757,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,2,payload_en_3000-4000.jsonl,[],2,0.0,6336,3168.0,2488.55,6341,3170.5,2490.52,2,0.79,47,2.47660599000028,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,1,payload_en_2000-3000.jsonl,[],1,0.0,2443,2443.0,428.46,2543,2543.0,446.0,1,0.18,10,5.6620449790007115,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,2,payload_en_3000-4000.jsonl,[],2,0.0,7007,3503.5,880.5,7113,3556.5,893.82,2,0.25,15,5.5838812295000935,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,1,payload_en_3000-4000.jsonl,[],1,0.0,3508,3508.0,540.18,3608,3608.0,555.58,1,0.15,9,6.455054392999955,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,1,payload_en_3000-4000.jsonl,[],1,0.0,3135,3135.0,1607.97,3148,3148.0,1614.63,1,0.51,30,1.9127692559995921,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,2,payload_en_1000-2000.jsonl,[],2,0.0,3116,1558.0,466.04,3316,1658.0,495.95,2,0.3,18,6.65773327099987,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_3000-4000.jsonl,[],1,0.0,3363,3363.0,325.88,9,9.0,0.87,1,0.1,6,10.299056154999562,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,1,payload_en_3000-4000.jsonl,[],1,0.0,3463,3463.0,561.96,3563,3563.0,578.18,1,0.16,9,6.134267516999898,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,2,payload_en_3000-4000.jsonl,[],2,0.0,6760,3380.0,240.16,203,101.5,7.21,2,0.07,4,28.093390437500602,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,2,payload_en_3000-4000.jsonl,[],2,0.0,6165,3082.5,235.43,204,102.0,7.79,2,0.08,4,26.153974312000173,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_2000-3000.jsonl,[],1,0.0,2358,2358.0,169.67,102,102.0,7.34,1,0.07,4,13.867639107999821,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,2,payload_en_1000-2000.jsonl,[],2,0.0,2971,1485.5,440.39,3171,1585.5,470.03,2,0.3,18,6.71641547750005,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_3000-4000.jsonl,[],1,0.0,3616,3616.0,342.95,4,4.0,0.38,1,0.09,5,10.515794406000168,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,2,payload_en_3000-4000.jsonl,[],2,0.0,6883,3441.5,244.26,204,102.0,7.24,2,0.07,4,28.152500529999998,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,1,payload_en_2000-3000.jsonl,[],1,0.0,2440,2440.0,302.92,12,12.0,1.49,1,0.12,7,8.030421937000028,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-g5.48xlarge-huggingface-pytorch-tgi-inference-2.0.1-tgi1.1.0,2,payload_en_1000-2000.jsonl,[],2,0.0,3116,1558.0,183.97,204,102.0,12.04,2,0.12,7,16.903891078499328,ml.g5.48xlarge,llama-2-70b-g5-48xlarge-1705605987,meta-textgeneration-llama-2-70b-2024-01-18-19-26-27-616,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi1.1.0-gpu-py39-cu118-ubuntu20.04,s3://jumpstart-private-cache-prod-us-east-1/meta-textgeneration/meta-textgeneration-llama-2-70b/artifacts/inference-prepack/v1.0.0/
llama2-70b-p4d.24xlarge-tgi-inference-2.0.1-tgi0.9.3-gpu-py39-cu118,4,payload_en_2000-3000.jsonl,[],4,0.0,9868,2467.0,1092.14,10073,2518.25,1114.83,4,0.44,26,5.574669188500138,ml.p4d.24xlarge,huggingface-pytorch-tgi-inference-2024-01-18-19-26-29-371,huggingface-pytorch-tgi-inference-2024-01-18-19-26-28-312,763104351884.dkr.ecr.us-east-1.amazonaws.com/huggingface-pytorch-tgi-inference:2.0.1-tgi0.9.3-gpu-py39-cu118-ubuntu20.04,
